"client_id","Sex","WorkPlace","Income","Age","NumDependents","NumLoans","NumRealEstateLoans","BalanceToCreditLimit","Num30_59Delinquencies","Num60_89Delinquencies","DIR","SeriousDelinquencies"
59795,"male","private-company",8297,70.3,0,9,"1",0.000673,1,0,0.17876,"-"
43595,"female","government-org",NA,58.1,0,0,"0",1.007017,0,0,0,"-"
6348,"female","private-company",3102,42.3,1,9,"0",0.426392,0,0,0.473547,"-"
61723,"female","private-company",8103,60.4,0,6,"2",0.009115,0,0,0.280431,"-"
23503,"male","other",NA,61.1,NA,2,"0",1.006984,0,0,0,"-"
63895,"male","private-company",1902,59.3,0,5,"0",0.446665,0,0,0.552015,"-"
24304,"female","private-company",1056,25.1,0,9,"0",0.246126,0,0,0.250929,"-"
7916,"male","government-org",NA,66.2,0,16,"1",0.005711,0,0,1452.354895,"-"
36844,"female","private-company",NA,68.6,0,7,"0",0.048343,0,0,59.123977,"-"
28082,"male","self-employed",13482,53.3,2,7,"1",0.086383,0,0,0.141018,"-"
41194,"female","government-org",2104,27.2,0,3,"0",0.345976,0,0,0.179105,"-"
27227,"male","private-company",1703,83.2,0,6,"1",0.000572,0,0,0.900524,"-"
5564,"male","private-company",8586,36.1,1,9,"1",0.029216,0,0,0.3074,"-"
31123,"male","self-employed",NA,62,0,4,"1",1.007135,1,0,2112.014804,"-"
56150,"female","private-company",152,86.1,0,9,"0",0.027342,0,0,0.575632,"-"
582,"female","private-company",7019,60.6,2,7,"2",0.010703,0,0,0.284884,"-"
65032,"female","private-company",5721,62.6,1,6,"1",0.001697,0,0,0.432505,"-"
24577,"female","private-company",4977,61.4,0,11,"0",0.860583,0,0,0.386867,"-"
33455,"male","self-employed",NA,109.6,NA,17,"1",0.11036,0,0,2141.735703,"-"
8307,"male","government-org",2566,54,1,7,"0",0,0,0,0.250443,"+"
68851,"male","private-company",7995,32.2,0,10,"1",0.980995,0,0,0.68751,"-"
36350,"female","private-company",16256,48.2,1,8,"2",0,0,0,0.20435,"-"
24900,"female","private-company",5037,61.5,0,11,"1",0.965427,2,0,0.603935,"-"
24083,"female","private-company",8569,57.4,1,11,"1",0.021627,0,0,0.250614,"-"
25733,"male","private-company",7684,74.1,0,15,"1",0.078431,0,0,0.375848,"-"
42561,"female","private-company",40228,68.2,0,4,"0",0.088481,1,0,7.5e-05,"-"
45152,"male","self-employed",4241,63.4,0,34,"2",0.752097,0,0,0.736363,"-"
41357,"female","other",3019,48.3,2,11,"1",0.056563,0,0,0.322449,"-"
63856,"male","government-org",5474,55.3,3,16,"2",0.410696,1,3,0.609466,"+"
37842,"female","private-company",12904,62.6,1,13,"2",0.125427,0,0,0.321036,"-"
46306,"male","private-company",3002,74.1,0,7,"0",0.083892,0,0,0.016143,"-"
14929,"male","private-company",6047,34,3,6,"0",0.028116,0,0,0.127644,"-"
51108,"female","private-company",NA,51.4,2,11,"1",0.31994,0,0,2120.488903,"-"
65218,"female","other",5220,74,0,10,"0",0.022998,0,0,0.010275,"-"
17401,"female","private-company",5142,58.3,0,16,"2",0.988582,2,0,0.426725,"+"
44134,"male","private-company",3781,39.4,2,3,"0",0.894603,0,0,0.224744,"-"
7905,"female","private-company",9555,57.4,0,9,"1",0.021707,0,0,0.140122,"-"
6188,"male","government-org",4221,38.3,0,5,"1",0.376348,0,1,0.598761,"-"
20496,"male","private-company",9453,48.5,2,7,"0",0.089494,0,0,0.123393,"-"
68736,"male","self-employed",10927,36.3,2,11,"4",0.003066,1,0,0.311073,"-"
43498,"male","private-company",4113,52.5,2,12,"1",0.166304,0,0,0.552672,"-"
64275,"male","private-company",15008,64.5,2,11,"2",0.129953,0,0,0.286559,"-"
41683,"female","private-company",10934,67.1,1,30,"6",0.462337,0,0,0.816846,"-"
36437,"female","private-company",NA,64.4,0,6,"1",0.201932,0,0,1649.621296,"-"
10928,"female","private-company",NA,69.4,1,4,"2",1.00394,0,0,2011.62188,"-"
43242,"female","government-org",7535,44.1,0,2,"1",0,0,0,0.119569,"-"
23767,"male","private-company",6735,61.4,0,13,"1",0.011772,0,0,0.114086,"-"
7056,"male","government-org",20144,73.6,2,12,"1",0.059806,0,0,0.250078,"-"
27612,"female","government-org",14279,51.4,2,10,"2",0.117704,0,0,0.200931,"-"
38168,NA,"private-company",3425,42.4,NA,2,"1",1.000165,0,0,0.413733,"-"
63694,"male","other",2826,68.2,0,5,"0",0.131222,0,0,0.119414,"-"
43952,"female","other",4536,69.2,0,11,"1",0.121793,0,0,0.656271,"-"
55974,"female","private-company",NA,58.2,0,7,"0",0.461273,2,2,410.551229,"+"
18602,"female","private-company",7617,36.1,2,16,"1",0.573633,0,0,0.788576,"-"
30204,"female","self-employed",NA,69.4,0,6,"0",0.097146,0,0,99.792324,"-"
26054,"female","private-company",5424,62.6,1,13,"2",0.384546,0,0,0.530098,"-"
56698,"female","self-employed",10699,63.2,2,27,"11",0.271295,1,0,1.288464,"-"
9093,"female","government-org",4359,36.3,0,9,"1",0.020482,0,0,0.226164,"-"
63208,"female","other",2271,66.3,0,4,"2",0.791635,1,0,0.944293,"-"
50628,"female","self-employed",9747,65.5,0,16,"1",0.196106,0,0,0.298513,"-"
12115,"male","self-employed",2242,73.7,0,8,"0",0.014065,0,0,0.005838,"-"
40222,"female","private-company",NA,52.1,0,5,"1",0.241201,0,0,1564.369739,"-"
15026,"female","private-company",9140,55,0,13,"1",0.491712,0,0,0.325311,"-"
9275,"female","government-org",4945,77,0,11,"2",0.032111,0,0,0.368076,"-"
1515,"male","private-company",8661,41.2,2,7,"2",0.138039,1,0,0.292542,"-"
38651,"male","private-company",NA,35.2,2,6,"1",0,0,0,1801.664866,"-"
7949,"female","private-company",10543,60.2,0,10,"0",0.001682,0,0,0.000191,"-"
32480,"male","private-company",3049,38.2,2,7,"0",1.430919,1,2,0.267698,"+"
57921,"female","private-company",NA,83.6,0,3,"0",0,0,0,35.090629,"-"
45777,"female","self-employed",8888,61.3,0,4,"0",0.629411,1,0,0.136235,"+"
3675,"male","private-company",0,72.4,0,13,"0",0.014791,0,0,75.48075,"-"
49936,"female","government-org",2929,74.2,0,12,"2",0.501474,0,0,1.090288,"-"
67123,"male","other",5410,61.4,0,18,"2",0.01467,0,0,0.489114,"-"
17814,"male","self-employed",3208,59.5,0,6,"2",0.950902,0,0,0.553955,"-"
74755,"male","government-org",2516,77.5,0,11,"1",0.009873,1,0,0.198103,"-"
40096,"male","government-org",748,26,0,5,"0",0.286848,0,0,0.923165,"-"
65749,"male","private-company",4038,47.1,0,4,"0",0.019585,0,0,0.005017,"-"
6945,"male","private-company",3422,76.6,0,8,"2",1.003431,0,0,0.354423,"-"
1600,"female","government-org",6907,49.2,1,5,"1",0.001528,0,0,0.269352,"-"
63431,"female","private-company",8063,40.1,1,9,"2",0.02419,0,0,0.235662,"-"
59672,"male","private-company",0,78.8,0,10,"1",0.632441,4,2,4845.366986,"-"
59883,"male","private-company",1757,81.7,0,8,"1",0.093863,0,0,0.468467,"-"
72209,"male","government-org",8316,71.7,0,9,"1",0.013963,0,0,0.167053,"-"
65888,"male","private-company",34948,76.4,1,25,"1",0.023863,0,0,0.164383,"-"
41106,"male","self-employed",NA,46.2,0,7,"0",0.175956,0,0,239.238599,"-"
39730,"female","other",7958,37.2,2,7,"3",0.005045,0,0,0.455027,"-"
22724,"female","other",3715,69.1,0,10,"3",0,0,0,0.411018,"-"
35949,"female","private-company",9385,62.3,0,0,"0",1.000234,0,0,0,"-"
12401,"female","government-org",7971,42,2,11,"2",0.004114,0,0,0.283968,"-"
39119,"female","private-company",7310,61.6,0,12,"2",0.966155,4,0,0.512842,"-"
49244,"male","self-employed",1044,61.4,0,9,"0",0.783717,0,0,0.853127,"-"
3546,"male","other",14138,58.1,1,5,"1",596.881503,0,0,0.310761,"-"
50880,"male","private-company",5546,80.6,0,3,"0",0.025693,0,0,0.006008,"-"
10302,"female","self-employed",6529,51.4,2,8,"1",0,0,0,0.303402,"+"
53260,"female","private-company",6943,41.3,0,7,"2",0.736792,1,0,0.863246,"-"
14529,"male","private-company",6016,54.1,0,11,"4",0.229017,0,0,0.755774,"-"
36087,"male","self-employed",NA,60.2,0,17,"3",0.335537,0,0,4617.526975,"-"
32950,"female","government-org",3529,39,1,4,"0",0.001118,0,1,0.002019,"-"
68258,"female","private-company",NA,22,0,0,"0",1.008825,98,98,0,"-"
37163,"female","private-company",NA,54.5,NA,12,"1",0.099422,0,0,1613.230749,"-"
35612,"male","private-company",7543,70.6,0,5,"0",0.017227,0,0,0.010005,"-"
57431,"male","private-company",4422,57,1,3,"1",0.554854,0,0,0.594772,"-"
45823,"male","private-company",6423,52.2,4,9,"2",0.473006,0,0,0.471938,"-"
70528,"male","government-org",5824,61.4,0,9,"0",0.40867,0,0,0.229454,"-"
33716,"female","private-company",7804,51.3,2,3,"1",0,0,0,0.175234,"-"
68646,"female","self-employed",4518,74,0,13,"0",0.446637,0,0,0.336513,"-"
29901,"male","other",7937,46.1,1,1,"0",0,0,0,0,"-"
36804,"female","other",10530,60,0,14,"1",0.063284,0,0,0.214294,"-"
48188,"male","private-company",3778,72.4,0,15,"0",0.057918,0,0,0.027264,"-"
11805,"female","private-company",4202,27.1,0,5,"0",0,0,1,0.016809,"-"
41036,"male","government-org",5839,60.1,0,6,"0",0.032499,0,0,0.003474,"-"
47792,"female","private-company",14617,62,0,7,"2",0,0,0,0.16525,"-"
990,"female","private-company",NA,61.5,0,10,"3",0,0,0,6304.450374,"-"
18823,"female","private-company",2502,76.4,0,7,"1",0.003134,0,0,0.421758,"-"
24880,"female","self-employed",NA,52.5,0,13,"2",0,0,0,2138.348642,"-"
55549,"male","private-company",6522,44.3,3,13,"2",0.011086,0,0,0.242852,"-"
16698,"female","private-company",8974,42.1,3,7,"1",0.382077,0,0,0.202971,"-"
73523,"female","government-org",NA,74,1,10,"1",0.034417,0,0,1410.687963,"-"
74501,"male","self-employed",NA,57.5,0,8,"1",0.154317,1,0,549.935458,"-"
37200,"male","government-org",8255,52.2,2,12,"0",0.081967,0,0,0.079888,"-"
66734,"female","government-org",3777,30.2,0,8,"1",0.645813,0,0,0.51139,"+"
12408,"male","private-company",17502,70.1,3,10,"2",0.24421,1,0,0.19002,"-"
11850,"female","private-company",4018,78.6,0,10,"0",0.186897,0,0,0.052751,"-"
58539,"female","private-company",5049,42.2,0,10,"1",0.377692,0,0,0.342069,"-"
50806,"female","private-company",NA,31.3,1,5,"2",0.902079,0,0,2489.621902,"-"
14319,"male","self-employed",4279,59.4,0,10,"2",0.056942,0,0,0.441647,"-"
24270,"male","self-employed",8569,48.2,0,8,"4",0.063961,0,0,0.436522,"-"
32860,"female","private-company",NA,72.6,0,6,"0",0.048699,0,0,67.209022,"-"
32772,"female","private-company",4182,71.2,0,3,"0",1.008741,0,0,0.153941,"-"
24844,"male","private-company",4517,65.1,1,5,"0",0.089062,0,0,0.079871,NA
20416,"female","government-org",5845,79,0,8,"1",0.105914,0,0,0.23633,"-"
34612,"male","private-company",3203,54.4,2,12,"1",1.116548,1,2,0.481851,"+"
29816,"female","self-employed",4024,66.2,0,14,"1",0.086122,0,1,0.914474,"+"
28098,"female","self-employed",10504,60.3,2,4,"1",1.001383,0,0,0.200434,"-"
47735,"female","private-company",3009,51.1,1,15,"2",0.147327,0,0,0.230798,NA
32929,"male","private-company",20847,38.3,0,15,"0",0.410088,0,0,0.076343,"-"
6067,"female","private-company",NA,38.2,0,18,"0",0.055031,0,0,667.748488,"-"
42295,"male","private-company",NA,67.6,NA,6,"0",0.099243,0,0,62.153678,"-"
72746,"male","private-company",NA,78.4,0,6,"0",0.01352,0,0,41.286655,"-"
41127,"female","private-company",NA,39.2,0,4,"0",0.004189,0,0,1.000114,"-"
36854,"female","private-company",28273,56.1,2,26,"2",0.321638,0,0,0.26134,"-"
7240,"female","private-company",804,27.2,0,2,"0",1.007385,0,0,0.608169,"-"
51057,"female","self-employed",4009,77.4,0,12,"0",0.016963,0,0,0.01075,"-"
44342,"female","private-company",6289,77.5,0,4,"0",0.034877,0,0,0.006103,"-"
8222,"male","private-company",14181,75.3,0,5,"2",0.103977,0,0,0.136417,"-"
59139,"female","self-employed",8402,61.5,0,8,"0",0.058086,0,0,0.012787,"-"
31740,"female","private-company",10015,53.2,3,6,"2",0,0,0,0.471842,"-"
38482,"female","self-employed",7152,81.3,0,9,"1",0.063656,1,0,0.221352,"-"
73639,"male","government-org",4876,35.1,1,4,"0",0.126607,0,0,0.074159,"-"
51011,"female","other",6647,37.4,2,2,"0",0.123399,0,0,0.097485,"-"
12571,"female","private-company",5160,49.1,2,11,"0",0.416933,1,0,0.213368,"+"
69400,"male","government-org",10354,47.2,4,6,"2",0.686945,0,0,0.257579,"-"
53449,"female","self-employed",NA,27.2,NA,0,"0",1.000269,98,98,15.039481,"+"
10492,"male","self-employed",11309,48.4,0,5,"1",0.040463,0,0,0.267561,NA
46967,"female","private-company",NA,63.4,1,5,"0",0.007765,0,0,252.755626,"-"
66894,"female","private-company",4064,34.1,3,4,"0",0.775189,0,3,0.218412,"+"
30953,"female","private-company",NA,41.2,0,4,"1",0,0,0,4026.863552,"-"
22595,"male","private-company",NA,48.2,0,10,"2",0.984355,0,0,3695.629244,"-"
55422,"male","other",4795,55.5,0,3,"1",0.057065,0,0,0.151643,"-"
4549,"female","private-company",7420,47.3,1,10,"2",0,0,0,0.700188,"-"
72542,"female","private-company",1325,54.5,0,2,"0",0.389073,0,0,0.111999,"-"
46345,"male","private-company",6168,70.2,0,14,"4",0.009137,0,0,1.026924,"-"
40157,"male","government-org",2516,88,0,7,"2",0.000383,0,0,0.282996,"-"
64567,"female","private-company",5191,45.4,3,5,"0",0.428204,0,0,0.120825,"-"
68565,"female","government-org",4595,69.6,0,5,"1",0.235071,1,0,0.576341,"-"
69185,"female","private-company",9150,51.4,0,9,"2",0.423683,0,0,0.209967,"-"
72255,"male","private-company",7205,35.1,0,14,"2",0.288418,1,0,0.478625,"-"
10962,"male","private-company",3986,72.6,2,6,"1",0.2303,0,0,0.347631,"-"
74987,"female","private-company",3388,64.3,1,10,"2",0.010801,0,0,0.253558,"-"
20385,"male","government-org",6031,36.3,4,8,"0",0.284891,1,0,0.53642,"-"
39588,"female","private-company",NA,70.5,0,5,"0",0.814572,0,0,358.446663,"-"
9776,"female","private-company",NA,67.3,NA,1,"0",0.123784,0,0,36.065866,"-"
9177,"male","private-company",5302,61.3,0,2,"0",0.150488,0,0,0.131297,"-"
67815,"female","private-company",NA,69.6,0,8,"1",0.244882,0,0,2399.123805,"-"
49593,"male","government-org",5326,49.4,1,8,"0",0.649947,2,0,0.266894,"+"
25089,"male","private-company",NA,50.4,0,4,"2",0.562231,1,0,2557.445581,NA
57788,"female","private-company",NA,60.2,0,1,"0",1.009568,0,0,217.138942,"-"
23392,"female","government-org",8136,44.1,1,18,"1",0.412079,0,0,0.417451,"-"
3009,"female","private-company",14114,56.1,0,6,"2",0.045617,0,0,0.218322,"-"
32072,"female","private-company",5737,52.3,2,8,"1",0.018862,0,0,0.204377,"-"
19148,"male","government-org",10110,43.1,1,13,"2",0.110465,0,0,0.382973,"-"
58109,"male","private-company",3193,38.1,0,7,"2",0.042513,0,0,0.903968,"-"
27982,"male","private-company",5335,31.2,3,5,"0",0.026152,0,0,0.113634,"-"
57886,"female","private-company",7035,53.1,1,10,"1",0,0,0,0.216528,"-"
70389,"female","self-employed",4170,27.1,0,9,"1",0.035932,0,0,0.371025,"-"
23253,"male","private-company",4947,65.3,0,7,"2",0.039201,0,0,0.614075,"-"
5460,"female","private-company",3013,28,0,5,"0",0.09064,0,0,0.092799,"-"
33154,"male","private-company",2329,75.2,0,7,"0",0.00785,0,0,0.170872,"-"
23218,"female","government-org",5225,49,1,11,"1",0,0,0,0.231883,"-"
38890,"female","government-org",6530,35.2,0,4,"1",0.448899,0,0,0.177609,"-"
69692,"female","self-employed",3217,59.4,1,8,"1",0.024002,1,0,0.42656,"-"
47807,"female","government-org",NA,68.6,0,12,"2",0.284108,0,0,1938.479752,"-"
40271,"male","self-employed",NA,44.2,0,12,"1",0.001797,0,0,544.340981,"-"
19763,"female","private-company",NA,40.1,2,7,"1",0.906879,2,0,769.125014,"-"
8032,"female","other",4531,43.4,1,9,"0",0.673244,0,0,0.297535,"-"
55263,"male","other",1001,66.4,0,2,"0",0.014349,0,0,0.016013,"-"
45871,"female","government-org",4330,46.1,3,7,"1",0.889394,0,0,0.822431,"-"
68485,"female","government-org",6275,32.1,0,8,"2",0.283238,0,0,0.618144,"-"
51494,"male","other",907,67.2,0,3,"0",0,0,0,0.481353,"-"
809,"male","private-company",NA,52.2,0,5,"1",1.002661,0,0,6424.885556,"-"
50711,"female","private-company",903,22.1,0,2,"0",0.012673,0,0,0,"-"
5725,"female","private-company",2522,53.5,2,13,"2",0.264558,0,0,1.978076,"-"
19971,"female","private-company",6169,30.1,0,12,"0",0.39536,1,0,0.214184,"+"
13645,"male","government-org",11089,55.2,1,8,"2",0.043048,0,0,0.218955,"-"
63936,"male","private-company",4631,52.4,2,3,"0",1.009101,0,0,0.233881,"-"
43452,"male","private-company",3013,37.2,3,7,"0",0.718095,3,0,0.418716,"+"
38078,"male","private-company",4117,58.2,3,8,"2",0.91789,0,0,1.205704,"+"
37625,"female","self-employed",NA,22,NA,0,"0",1.001226,0,0,12.056314,"-"
54246,"male","private-company",NA,30.1,0,2,"0",0,0,0,0,"-"
4074,"male","government-org",4289,79.1,1,9,"1",0.011149,0,0,0.171474,"-"
10649,"male","private-company",4249,55.3,0,7,"1",0.082668,1,0,0.332492,"-"
61856,"female","other",1747,28.1,0,3,"0",0.635533,1,0,0.322291,"-"
18116,"female","private-company",5097,32.1,0,10,"1",0.962527,0,0,0.836219,"-"
46548,"female","private-company",12062,44.3,2,11,"2",0.422968,0,0,0.412724,"-"
21472,"female","government-org",6524,64.3,0,6,"0",0.089891,0,0,0.106819,"-"
50887,"male","self-employed",3527,43.2,1,3,"0",0.576416,0,0,0.158976,"-"
72181,"female","private-company",2423,30.1,0,1,"0",0,0,0,0,"-"
55196,"male","private-company",6325,43.4,1,6,"1",0.261195,0,0,0.409397,"-"
61505,"male","government-org",5002,37.3,2,4,"0",0.285589,0,1,0.093383,"+"
55745,"female","other",5014,64.2,0,8,"1",0.004343,0,0,0.152347,"-"
5440,"female","private-company",NA,64.2,0,8,"0",0.006479,0,0,8.065488,"-"
11547,"male","private-company",13420,46.3,1,13,"0",0.347283,1,0,0.234896,"-"
20532,"male","self-employed",10651,47.1,1,16,"7",0,1,0,0.469121,"-"
21895,"male","government-org",6573,45.2,1,6,"2",0.014833,0,0,0.284161,"-"
15414,"male","private-company",3002,80.4,0,2,"0",0.02242,0,0,0.110178,"-"
33305,"female","other",7508,84.1,0,8,"2",0.153253,0,0,0.200179,"-"
42538,"male","private-company",4878,44.4,2,3,"2",0.707596,0,0,0.396247,"-"
61866,"female","private-company",8621,40.1,1,9,"2",0.405105,0,0,0.457429,"-"
36587,"male","private-company",6020,57,1,10,"1",0.69278,0,0,0.248639,"-"
2942,"female","self-employed",NA,41.1,0,1,"0",0.858024,0,0,57.51749,"+"
12801,"female","private-company",3004,59,0,16,"2",0.392496,0,0,1.08168,"-"
48738,"male","private-company",4880,55,1,3,"0",0.96727,0,1,0.141516,"-"
61099,"male","private-company",4719,56.3,0,2,"0",0.001219,0,0,0,"-"
18213,"male","private-company",5784,35.3,0,10,"2",0.231016,0,0,0.375339,"+"
4528,"male","other",8126,59.1,0,19,"4",0.787248,0,0,0.855134,"-"
31605,"female","private-company",2594,32.2,0,6,"1",0.455932,0,0,1.372934,"-"
18244,"female","self-employed",2851,32.2,0,9,"0",0.473855,0,0,0.047146,"-"
39460,"male","government-org",3766,62.4,0,4,"1",0.049481,0,0,0.047389,"-"
10,"female","private-company",NA,42.3,1,10,"2",0.428382,0,0,2251.011841,"-"
44566,"female","private-company",2707,71.2,0,6,"0",0.967956,0,0,0.403136,"-"
39354,"male","private-company",NA,60.2,0,4,"1",0.098364,0,0,1051.782007,"-"
69047,"male","self-employed",3506,48.3,0,7,"1",0.355911,0,0,0.52121,"-"
26797,"female","government-org",8082,49.1,4,0,"0",1.008238,0,0,0,"-"
38205,"female","government-org",2432,79.6,0,2,"0",0.019568,0,0,0.007835,"-"
26438,"female","private-company",5030,56.5,1,7,"0",0.013986,0,0,0.132281,"-"
32960,"female","private-company",NA,52.4,0,3,"0",0,1,0,0,"-"
11269,"female","self-employed",7517,41.3,1,10,"1",0.541695,1,0,0.433358,"-"
40809,"female","other",NA,38,5,8,"0",0.809977,1,0,2144.341935,"+"
74488,"female","private-company",4237,43.3,2,6,"1",0.793526,0,0,0.608689,"-"
74445,"male","private-company",3172,32.1,0,1,"0",1.00847,0,0,0.01716,"+"
45109,"male","other",7990,48,0,13,"2",0.391649,0,0,0.406125,"-"
3807,"male","private-company",5031,31,1,7,"0",0.09948,0,0,0.085265,"-"
45337,"female","self-employed",NA,48.2,NA,6,"0",0,0,0,33.119732,"-"
47455,"male","other",12954,49,0,6,"2",0.147335,0,0,0.24391,"-"
68080,"male","self-employed",4248,50.4,0,9,"2",0.035071,0,0,0.573685,"-"
74421,"male","private-company",4004,66.7,0,11,"1",0.165655,0,0,0.468042,"-"
51252,"male","self-employed",NA,41,0,3,"0",0.03445,0,0,29.123697,"-"
31537,"male","government-org",10852,46.4,3,6,"0",0.059705,0,0,0.010228,"-"
34347,"female","self-employed",7904,41.1,1,5,"0",0,0,0,0.012647,"-"
16372,"male","private-company",NA,24.1,0,1,"0",0.613665,0,0,9.011968,NA
21793,"male","private-company",6478,54.4,1,6,"2",0.17247,0,0,0.155185,"-"
32079,"male","self-employed",4534,38.1,0,0,"0",1.004117,0,0,0,"-"
36749,"male","private-company",10566,68.2,0,11,"1",0.807964,0,0,0.321687,"-"
22920,"female","private-company",3179,70.4,0,6,"0",0.820513,0,0,0.242785,"-"
31012,"female","self-employed",6954,48.1,3,7,"2",0.023478,0,0,0.240013,"-"
48467,"female","self-employed",7502,68.4,3,7,"2",0.027233,0,0,0.502064,"-"
40467,"male","private-company",2013,31.1,0,2,"0",0.91353,0,0,0.157862,"-"
14443,"female","private-company",NA,63.3,0,5,"1",0,0,0,2125.773277,"-"
45544,"female","self-employed",7354,43.2,1,3,"1",0.087958,0,0,0.357871,"-"
8405,"female","government-org",6088,52.1,0,13,"2",0.768454,0,0,0.447212,"-"
34998,"male","private-company",826,22,0,2,"0",0,0,0,0,"-"
15809,"female","private-company",NA,59.2,0,6,"1",0.577925,0,0,2340.395413,"-"
53874,"male","government-org",6578,31.2,1,4,"0",0.006819,0,0,0.06102,"-"
54030,"female","private-company",NA,55.1,0,4,"0",0.082352,2,0,53.149816,"-"
47662,"male","government-org",4609,49,2,4,"1",0.380954,2,0,0.100949,"-"
20005,"male","government-org",10041,47.3,0,13,"2",0.507529,0,0,0.610121,"-"
13822,"male","private-company",3177,47,2,9,"0",0.009779,0,1,0.00827,"-"
73242,"male","private-company",4843,41.3,0,8,"2",0.756043,0,0,0.856303,"-"
67511,"male","other",3434,42.1,1,6,"0",0,0,0,0.161465,"-"
57581,"female","self-employed",1,40.2,3,7,"1",0.162529,0,0,816.151008,"-"
72288,"male","other",4199,91.7,1,4,"0",0.583218,0,1,0.300543,"+"
33998,"female","private-company",4504,54.2,0,7,"0",0.116478,0,0,0.169498,"-"
10348,"male","private-company",NA,54.4,0,3,"1",0.059234,0,0,3064.99187,"-"
72019,"female","self-employed",NA,50.4,0,3,"1",0.991081,1,1,1486.018859,"-"
15692,"female","private-company",12172,77.3,1,10,"1",0.003605,0,0,0.210756,"-"
9428,"female","private-company",7611,58.5,2,4,"0",0.027966,0,0,0.002652,"-"
50308,"female","private-company",7784,53.3,3,8,"1",0.346134,0,0,0.381096,"-"
48226,"female","private-company",NA,59.4,0,8,"1",0.019201,0,0,2686.473363,"-"
41105,"female","private-company",8280,49.4,2,10,"0",0.785841,0,0,0.346241,"-"
61922,"female","private-company",17940,51.3,0,9,"1",0.014704,0,0,0.123281,"-"
5138,"male","other",10596,52.4,0,13,"1",0.103149,1,0,0.353179,"-"
63387,"female","self-employed",3027,32.3,0,16,"1",0.984513,1,0,1.120392,"-"
23461,"female","government-org",2720,27.2,0,6,"0",0.484058,0,0,0.20917,"-"
71868,"female","other",8884,50.4,2,11,"2",0.08983,0,0,0.475157,"-"
51212,"female","private-company",9761,54.3,1,7,"1",0.136427,0,0,0.292176,"-"
35892,"female","private-company",6505,57.1,1,15,"1",0.730047,0,1,0.559986,"-"
62310,"male","other",14089,44.1,1,13,"1",0.001022,1,0,0.129333,"-"
54089,"male","self-employed",NA,71,NA,9,"0",0.017622,0,0,35.056941,"-"
43435,"female","private-company",5422,40.1,2,9,"0",0.536272,0,0,0.13497,"-"
2056,"female","government-org",7339,43.2,0,4,"1",0.931564,0,0,0.22752,"-"
2557,"male","government-org",NA,73.7,0,6,"0",0,0,0,0,"-"
12811,"male","private-company",NA,50.5,0,3,"0",0.080274,0,0,47.279912,"-"
59627,"male","private-company",4033,37.1,0,8,"0",0,0,0,0.069434,"-"
24542,"female","self-employed",776,69.7,0,8,"0",0.12184,0,0,7.827871,"-"
41674,"female","self-employed",7894,56.5,0,13,"1",0.22837,0,0,0.354907,"-"
29200,"male","private-company",9304,54.1,0,19,"2",0.067232,1,0,0.345697,"-"
35133,"female","government-org",NA,23,0,2,"0",1.002936,0,0,134.115407,"-"
