"client_id","Age","Sex","MaritalStatus","DIR","NumDependents","NumLoans","NumRealEstateLoans","Income","BalanceToCreditLimit","Num30_59Delinquencies","Num60_89Delinquencies","Delinq90_more"
32062,31.2,"m","single",0.353203,2,"6",0,4123,0.841598,0,0,"False"
46109,49.3,"m","married",0.167113,2,"7",0,2418,0.07836,0,0,"False"
43348,66,"f","single",0.344937,0,"6",0,806,0.272751,1,0,"False"
53516,65.2,"m","divorced",2241.298552,0,"12",2,0,0.087279,0,0,"False"
2850,38.3,"f","married",0.428252,1,"6",1,8683,0.295294,0,0,"False"
13547,46.2,"f","married",0.079068,2,"6",0,6404,0.882649,0,0,"False"
24904,34.3,"m","married",0.060135,1,"7",0,9296,0.138384,0,0,"False"
52009,67.1,"f","married",0.360824,0,"11",1,8743,0.367956,0,0,"False"
53342,42.2,"m","married",0.005109,0,"2",0,2768,0.486326,0,0,"False"
13706,55.1,"f","married",0.408858,1,"19",2,8940,0.300354,1,0,"False"
56881,44.2,"f","married",0.58519,2,"12",2,6725,0.92016,0,0,"False"
51259,56.1,"f","divorced",0.244586,2,"6",2,6438,0.062581,0,0,"False"
38948,35.1,"f","married",0.19616,4,"5",0,7236,0.230215,0,0,"False"
31073,55.2,"m","divorced",0.841654,2,"18",3,8827,0.186038,0,0,"False"
42869,62.1,"m","married",0.268627,0,"7",1,9057,0.072647,0,0,"False"
36685,46.1,"m","single",3114.555285,1,"11",2,NA,0,0,0,"False"
61403,58.1,"f","married",2916.515961,0,"10",1,NA,0.310275,0,0,"False"
67163,42.1,"f","single",0.00511,0,"2",0,4945,0.170218,0,0,"False"
40878,60,"m","married",0.243371,0,"11",1,8726,0.263598,0,0,"False"
18138,25.1,"m","single",0.085646,0,"4",0,5275,206.545176,1,0,"False"
25066,34.1,"m","married",0.008255,0,"2",0,1467,0.024514,0,0,"False"
18941,55.3,"m","married",0.413496,0,"11",0,2554,0.404662,0,0,"False"
49141,45.4,"m","married",0.08536,2,"3",0,2622,1.003212,0,0,"False"
68422,26.2,"f","single",0.105795,0,"5",0,6964,0.513796,0,0,"False"
10396,37.2,"m","single",0.460101,2,"10",1,5033,0.051675,1,0,"False"
18274,48.3,"f","married",0.366675,1,"11",1,6039,0.549755,0,0,"False"
32306,62.5,"m","married",15.055927,0,"3",0,NA,0.128101,0,0,"False"
11411,54.4,"m","married",0.183443,0,"11",0,3525,0.548858,0,0,"False"
41571,60.5,"m","married",0.121987,1,"8",1,15351,0.021651,0,0,"False"
15636,63.5,"f","widowed",1668.261463,0,"5",1,NA,0.031718,0,0,"False"
24497,62.5,"m","single",0.193333,0,"13",1,4834,0.027128,0,0,"False"
47332,33.2,"f","married",0.580752,0,"5",1,4054,0.75699,0,0,"False"
56046,37.1,"f","divorced",0.372857,4,"6",0,4254,0.818766,2,0,"False"
47147,62,"m","married",0.802625,2,"19",4,11180,0.234371,0,0,"False"
3994,39.4,"f","married",0.126792,0,"6",0,5049,0.153452,0,0,"False"
72643,75.6,"m","single",0.093974,0,"8",0,3584,0.220526,0,0,"False"
49266,44.3,"m","single",0.759931,2,"9",1,3669,0.404466,0,0,"False"
31297,83.5,"f","single",2821.434332,0,"19",0,NA,0.832608,0,0,"False"
33838,58.2,"m","divorced",0.891898,1,"6",1,1611,0.000777,0,0,"False"
32728,45.4,"f","married",0.516737,1,"9",2,6035,0.24433,0,0,"False"
72712,54.4,"f","married",0.460581,1,"12",2,6037,0.806968,2,1,"True"
47235,54.1,"f","single",280.232175,0,"2",0,0,0.045385,0,0,"True"
51093,54.2,"f","divorced",0.145081,2,"6",0,7105,0.464021,0,0,"False"
48428,44.4,"m","married",2076.575161,0,"5",2,NA,0.080324,0,0,"False"
36533,41.2,"m","married",1330.354354,0,"2",1,NA,0.047147,0,0,"False"
28187,56.2,"m","married",1.229842,0,"10",1,3505,0.284463,0,0,"False"
33382,45.3,"m","single",1161.219716,0,"6",2,NA,0.302672,1,0,"False"
60895,68.3,"m","married",28.11137,0,"7",0,NA,0.069936,0,0,"False"
8867,61.3,"m","married",1695.665354,1,"16",2,NA,0.046667,1,0,"False"
19410,24.1,"m","married",0.050972,0,"3",0,5813,0.085253,0,0,"False"
46539,67.2,"f","single",0,1,"3",0,5514,0,0,0,"False"
48509,33,"f","married",656.427337,0,"4",0,NA,0.118406,0,0,"False"
70929,46.1,"f","divorced",0.019898,0,"5",0,2644,0.309692,0,0,"False"
4629,78.3,"f","married",845.523009,0,"10",1,NA,0,0,0,"False"
62410,67,"f","divorced",69.412893,0,"5",0,NA,0,0,0,"False"
32802,65.5,"f","married",1290.439223,0,"3",0,NA,0,0,0,"False"
15220,51.4,"f","single",0.558728,0,"16",2,6491,0.768321,5,0,"True"
39449,39.1,"f","married",0.223912,3,"2",1,5422,0.758133,0,0,"False"
72409,88.3,"m","single",1.197361,0,"12",4,2825,0.167939,0,0,"False"
6443,40.4,"f","divorced",0.441193,2,"14",2,17631,0.004067,0,0,"False"
59034,63.1,"m","married",0.177546,1,"4",0,7840,0.628835,1,0,"False"
18969,41.3,"f","single",0.597863,3,"3",1,3099,1.003453,1,0,"False"
23260,48,"m","divorced",0.119653,0,"2",1,6009,0.03255,0,0,"False"
36051,72.3,"f","divorced",0,0,"5",0,3775,0,0,0,"False"
47307,40.3,"m","single",0.053058,2,"5",0,5833,0.062546,0,0,"False"
36462,33.2,"m","married",45.365784,0,"4",0,NA,0.111526,0,0,"False"
71993,57.2,"m","divorced",0.175927,0,"9",0,4030,0.084066,0,0,"False"
61216,82.2,"m","divorced",0.001741,0,"2",0,1157,0.005505,0,0,"False"
15088,63.3,"m","married",0.402164,0,"14",2,12014,0.246264,0,0,"False"
8658,70.6,"m","divorced",69.352474,0,"9",0,NA,0.015336,0,0,"False"
56218,29.1,"f","single",0.119079,1,"8",1,4873,0.046932,0,0,"False"
69183,56.4,"f","married",995.631383,2,"6",1,NA,0.052984,0,0,"False"
11605,54.1,"f","single",0.248493,0,"7",2,3851,0.335677,1,0,"False"
22397,46,"m","married",0.190804,2,"8",0,6962,0.999174,3,0,"True"
61123,33.3,"f","single",0.577512,0,"10",2,4186,0.113099,0,0,"False"
23402,61.5,"m","married",0.14027,2,"16",2,11980,0.057579,0,0,"False"
22090,26.1,"m","single",0.181694,0,"6",0,3505,0,0,0,"False"
15960,47.3,"m","single",0.264805,0,"10",2,14693,0.556079,0,0,"False"
60013,77.6,"m","single",0.00216,0,"1",0,6551,0.012354,0,0,"False"
59210,33.1,"f","divorced",1748.205156,1,"13",1,NA,0.037161,0,0,"False"
49519,70.4,"f","single",0.252375,0,"10",1,5985,0.040721,0,0,"False"
41801,55.3,"f","married",0.46423,0,"16",3,15233,0.463067,0,0,"False"
63535,45,"f","married",0.347173,0,"5",1,6843,0.116121,0,0,"False"
10318,45,"m","single",0.228477,2,"22",1,9025,0.011775,0,0,"False"
49137,53.2,"f","married",0.199652,1,"23",1,6817,0.047339,0,0,"False"
62226,63,"f","married",1.153193,0,"13",0,1511,0.173767,0,0,"False"
30463,62.3,"m","married",0.376914,0,"17",1,12010,0.350827,0,0,"False"
72870,87.1,"f","married",0.000756,0,"2",0,4035,1.005759,0,0,"False"
72169,23,"m","divorced",0,0,"2",0,1123,0,0,0,"False"
52778,87,"m","married",16.10096,0,"1",0,NA,0.034226,0,0,"False"
53201,59,"f","single",0.110982,0,"8",0,12597,0.205257,6,1,"True"
22403,59.4,"m","divorced",0.215845,0,"3",1,5704,1.004226,0,0,"False"
65659,63.3,"m","single",0.012616,0,"3",0,5029,0.101631,0,0,"False"
69385,70,"m","married",0.582681,0,"15",3,7114,0,0,0,"False"
42843,78.7,"m","married",196.904568,0,"6",0,NA,0.009894,0,0,"False"
59415,61.2,"m","married",0.090399,0,"3",0,4240,0.03572,0,0,"False"
8483,60.2,"m","single",0.385881,1,"9",2,10340,0.324917,0,0,"False"
59935,36.2,"m","married",0.602765,0,"6",3,5016,0.016414,0,0,"False"
18004,37.2,"m","married",0.516227,0,"10",2,5212,0.030742,0,0,"False"
6865,53.3,"m","single",0.423671,0,"4",1,2959,0.037102,0,0,"False"
60734,53.1,"f","widowed",4255.463396,0,"6",2,NA,0.040993,0,0,"False"
65972,53.5,"m","married",0.442033,1,"5",1,8583,0.03556,0,0,"False"
67117,60.3,"m","single",0.566684,0,"14",1,6729,0.41561,0,0,"False"
71842,56.2,"m","divorced",8.031789,0,"1",0,NA,0.97524,0,0,"True"
22366,76.3,"m","divorced",0.535125,0,"13",2,5855,0.529036,0,0,"False"
6486,52.4,"f","married",0.321427,3,"12",4,10401,0,0,0,"False"
40093,35.1,"f","single",0.419482,0,"11",2,5550,0.141984,0,0,"False"
60269,29.1,"f","single",129.046919,0,"2",0,NA,1.001977,0,1,"True"
29392,57.2,"f","married",5746.645241,2,"21",3,NA,0.011908,0,0,"False"
7679,51,"f","widowed",0.30758,2,"11",0,3752,0.46471,1,0,"False"
47914,55.3,"m","single",0.159363,2,"4",0,4722,0.358445,0,0,"False"
26602,39.3,"f","divorced",0.199949,2,"5",1,6873,0.480285,0,0,"False"
27063,39.3,"f","married",0.512308,1,"7",1,4610,0.749949,0,0,"False"
23510,66.4,"f","single",0.046438,1,"16",1,14631,0.000337,0,0,"False"
74918,67,"m","single",0.720515,0,"18",2,3357,0.103513,0,0,"False"
49827,25.1,"f","married",9.003117,NA,"1",0,NA,0.41887,0,0,"False"
7351,65.5,"f","single",0.485087,3,"6",2,5477,0.073888,0,0,"False"
46980,81.3,"m","single",32.301255,0,"8",0,NA,0,0,0,"False"
54192,82.8,"f","divorced",45.069738,NA,"3",0,NA,0.036828,0,0,"False"
56520,54.1,"m","married",0.312202,0,"7",1,8358,0.161127,0,0,"False"
16487,26,"m","married",0.142206,0,"7",0,2337,0.565185,1,0,"False"
6090,63.3,"f","single",0.618716,0,"5",2,3470,0.592425,0,0,"False"
65873,44.4,"f","married",0.046655,0,"1",0,4320,1.005624,0,0,"False"
51327,46,"m","married",3443.190139,0,"10",2,NA,0.357812,0,0,"False"
5315,34,"f","single",990.048433,2,"8",0,NA,1.053661,1,3,"True"
5743,51.4,"f","married",0.261603,0,"10",1,10697,0.017948,0,0,"False"
12554,34.2,"f","divorced",675.321563,0,"7",1,NA,0.174979,1,1,"False"
30854,44.1,"m","divorced",0.137269,2,"4",0,6601,0.945662,0,0,"False"
64972,58,"f","divorced",0.201907,0,"11",2,6848,0.096849,0,1,"False"
66615,58.3,"m","divorced",0.534219,1,"7",2,11525,0.120435,0,0,"False"
10606,42.3,"m","married",0.066193,1,"1",0,4038,1.009732,0,0,"False"
60909,82.4,"f","single",38.124822,0,"4",0,NA,0.038973,0,0,"False"
51966,51.3,"m","single",0.542103,3,"14",2,7322,0.652933,2,0,"False"
53522,76.2,"f","divorced",0.020406,0,"8",0,8271,0.043801,0,0,"False"
11396,31.2,"f","married",311.884381,0,"13",0,NA,0.002874,0,0,"False"
2159,41.4,"f","married",0.283693,2,"8",0,6510,0.121068,0,0,"False"
35492,52.1,"m","married",0.285973,0,"11",1,6008,0.137246,0,0,"False"
5679,77.4,"m","married",0.002777,0,"4",0,6170,0.047235,0,0,"False"
70860,57.3,"m","divorced",0.925538,2,"22",5,10289,0.043574,0,0,"False"
18178,48.2,"f","married",0.650745,0,"5",2,3421,0.285013,0,0,"False"
42785,70,"m","married",0.375849,0,"10",3,12495,0.036916,0,0,"True"
57334,49,"m","single",0.001201,1,"11",0,5033,0.000451,0,0,"False"
34760,42.3,"f","married",0.668577,4,"15",2,6512,0.715837,0,0,"False"
8688,91.3,"f","divorced",149.836007,NA,"8",0,NA,0.041192,0,0,"False"
7226,53.5,"f","divorced",0.076111,3,"5",0,7586,0.586441,0,0,"False"
35778,36.1,"m","single",4482.164294,0,"10",1,NA,0,0,0,"False"
5644,62.3,"m","single",0.546703,0,"19",2,12913,0.574427,0,0,"False"
72059,41.2,"f","married",0.556911,2,"17",3,6904,0.003503,0,0,"False"
51672,53.2,"f","married",0.139632,1,"7",1,6813,0.077234,0,0,"True"
31431,68.1,"m","single",0.205161,0,"16",1,5753,0.04827,0,0,"False"
69148,68.1,"f","divorced",0.010592,0,"6",0,6319,0.111205,0,0,"False"
73676,66.3,"f","single",0,1,"0",0,1865,1.008602,0,0,"False"
47264,51.1,"m","divorced",0.432263,3,"10",1,6973,0.360157,0,0,"False"
17447,46.1,"f","married",1339.853421,0,"4",1,NA,0,0,0,"False"
22412,66.1,"m","single",0.145914,0,"5",1,5413,0.031095,0,0,"False"
18080,41.4,"m","married",0.207457,0,"16",2,5866,0.055921,0,0,"False"
16783,32.1,"m","single",0.333453,4,"5",1,5264,0.012959,0,0,"False"
19199,39.3,"f","married",0.430506,0,"9",1,4288,0.0772,0,0,"False"
7629,33.2,"m","married",0.365857,1,"6",1,3802,0.713896,0,0,"False"
12353,73.4,"f","single",0.02636,0,"4",0,6035,0,0,0,"False"
6590,43,"m","single",0.471965,0,"7",2,5540,0,0,0,"False"
15836,40.3,"f","single",46.17834,0,"3",0,NA,0.070948,0,0,"False"
11712,50.2,"m","married",0.53911,3,"12",2,12641,0.1088,0,0,"False"
29464,NA,"m","married",0.009019,0,"8",1,7875,NA,0,0,"False"
4308,65.6,"m","single",3803.404161,0,"10",2,NA,0.010137,0,0,"False"
19012,43.1,"f","divorced",1544.335244,0,"6",1,NA,0.033083,0,0,"False"
53096,48.3,"f","single",0.413853,2,"13",2,7814,0.310001,0,0,"False"
25732,50.3,"f","single",3092.416711,0,"11",1,NA,0.145783,0,0,"False"
67206,53.2,"m","married",0.318851,1,"12",3,14004,0.442376,2,0,"False"
71348,50.2,"f","single",0.278097,0,"2",0,1657,1.624186,2,0,"True"
20245,48,"m","single",0.006056,2,"15",0,3351,0.00438,3,0,"True"
35011,52.3,"m","single",0,1,"0",0,17640,1.001669,1,0,"False"
55117,38.2,"m","married",0.510844,0,"7",1,3182,0,0,0,"False"
19738,29.2,"f","married",0.250481,1,"12",2,8994,0,0,0,"False"
11439,70.2,"m","divorced",0.019503,0,"7",0,1751,0.023101,0,0,"False"
36878,81.6,"f","married",0.004603,0,"10",0,5033,0.013686,0,0,NA
14423,69.2,"m","married",15.097831,1,"5",0,NA,0.018596,0,0,"False"
18687,57.4,"m","divorced",0.250693,2,"10",1,5930,0.065134,0,0,"False"
50317,41.3,"m","single",0.710075,2,"7",3,13475,0.288747,0,0,"False"
21202,30,"f","married",0.158032,0,"4",0,4003,0.089536,0,0,"False"
31784,50.2,"m","divorced",21.00103,0,"4",0,NA,0.067154,0,0,"False"
27952,45,"f","married",0.216868,2,"8",2,13696,0.124715,0,0,"False"
60682,65.2,"f","divorced",17.036327,NA,"6",0,NA,0,0,0,"False"
74024,62.3,"f","married",0.209707,0,"11",2,10804,0.005934,0,0,"False"
54318,35.2,"m","married",0.149628,1,"3",0,6460,0.5027,0,0,"False"
70833,89,"f","married",0.15376,0,"21",0,4020,0.006481,2,0,"False"
27897,41.3,"m","divorced",0.478698,0,"11",1,4512,0.949354,0,0,"False"
31477,76.5,"f","married",791.745361,0,"9",0,NA,0.061381,0,0,"False"
30417,70.2,"f","divorced",0.387821,0,"8",0,4322,0.394143,0,0,"False"
65884,79.7,"f","married",0.042975,0,"2",0,1170,0.036913,0,0,"False"
61428,24.1,"f","widowed",0.002899,0,"1",0,4519,0.184746,0,0,"False"
52229,30,"m","married",0.255264,3,"11",0,4212,0.195863,1,0,"False"
14903,56.1,"f","married",0.730443,0,"5",1,4001,0.055192,0,0,"False"
69633,39.1,"f","single",5063.828986,2,"12",2,0,0.767368,0,0,"False"
29337,63,"f","widowed",0.222678,0,"7",0,2555,0.059369,0,0,"False"
50519,80.3,"m","married",0.207205,1,"7",1,6183,0.104585,0,0,"False"
68594,52,"m","married",34.549556,2,"5",0,1,0.074441,0,0,"False"
12123,29.2,"f","divorced",2884.825848,NA,"3",1,NA,0.004225,0,0,"False"
3058,83.2,"f","married",0.383065,0,"10",0,2010,0.328105,0,0,"False"
11323,52.4,"m","single",1.002275,4,"9",1,2109,0.05268,0,0,"False"
505,72.4,"f","married",1737.078338,0,"12",2,NA,0.101837,0,0,"False"
59239,52.2,"m","divorced",0.181091,4,"16",2,15689,0.401462,0,0,"False"
61303,43.1,"f","divorced",0.172464,0,"5",0,4908,0.332765,1,1,"True"
62291,57.1,"m","widowed",4624.728994,0,"8",2,NA,0.015248,0,0,"False"
2131,46.4,"f","single",0.072779,2,"3",0,6049,0.07103,0,0,"False"
36186,53.4,"m","single",72.238509,0,"2",0,NA,0.079091,0,0,"False"
23132,61.1,"f","married",0.49364,1,"10",1,6139,0.564004,0,0,"False"
67114,56.2,"f","married",0.335787,2,"18",1,8005,0.042477,0,0,"False"
26916,49.2,"m","married",0.369583,1,"7",1,7889,0.27642,0,0,"False"
68630,30,"m","widowed",0.02209,1,"3",0,5728,1.051064,0,0,"False"
35132,54.2,"m","married",887.853811,0,"4",1,NA,0,0,0,"False"
46711,69.5,"m","married",0.50655,0,"15",1,4366,0.233645,0,0,"False"
19089,78.1,"f","married",6.022807,0,"1",0,NA,1.00955,0,0,"False"
728,29.2,"m","married",0.125707,1,"12",0,6321,0.201409,0,0,"False"
2815,71.2,"m","single",0.030288,0,"52",0,10568,0.018183,0,0,"False"
44977,64.6,"f","divorced",2389.880318,0,"8",1,NA,0.220105,0,0,"False"
46567,59,"f","married",0.36662,1,"16",0,3502,0.211838,0,0,"False"
25688,29.1,"f","single",0.014555,0,"4",0,3748,0.176617,0,0,"False"
15101,67.2,"m","single",181.331992,0,"5",0,NA,0.01054,0,0,"False"
22337,42,"m","married",0.506613,2,"8",1,4390,0.219834,1,0,"False"
52780,55.2,"f","divorced",2241.026517,0,"13",1,NA,0.916738,1,0,"False"
39641,61.2,"m","single",0.677328,1,"8",1,5038,0.021063,0,0,"False"
26142,35.2,"m","divorced",0.294074,0,"6",2,11863,0.264253,0,0,"False"
52461,49.1,"f","married",0.201781,4,"6",3,33474,0.019293,0,0,"False"
72949,37,"f","married",0.416719,3,"9",2,10741,0.290337,0,0,"False"
26,63.1,"m","divorced",0.22489,0,"10",1,7476,0.00697,0,0,"False"
58698,37.3,"m","single",1447.909855,0,"1",1,NA,1.006242,0,0,"False"
17522,72,"f","married",0.310896,1,"14",2,7141,0.060914,0,0,"False"
2531,40.1,"f","single",0.15391,0,"5",1,13064,0.744269,1,0,"True"
29439,69.3,"m","married",24.135868,3,"7",0,NA,0.02473,0,0,"False"
27432,58.2,"f","married",0.001229,1,"4",0,4083,0.011245,0,0,"False"
1200,70.1,"m","divorced",782.026073,0,"14",1,0,0.017762,0,0,"False"
67763,62.2,"f","married",0.744712,0,"7",1,1667,0.08821,1,0,"False"
55209,57.5,"m","divorced",0.34466,0,"1",0,1122,1.005479,0,0,"False"
8267,39.4,"f","married",0.261023,0,"11",1,6409,0.012877,0,0,"False"
8184,42.2,"f","single",0.541419,2,"6",1,4035,0.680377,0,0,"False"
44581,82,"m","single",0.000968,0,"7",0,4181,0.004262,0,0,"False"
66667,62.3,"m","married",0.464265,2,"15",2,3477,0.030284,0,0,"False"
49583,77.2,"m","divorced",0.043408,0,"7",0,9522,0.033952,0,0,"False"
40088,40.1,"f","divorced",2178.092525,0,"9",2,NA,0.007901,0,0,"False"
1505,44.1,"f","married",2591.494345,0,"12",2,NA,0.172357,0,0,"False"
43188,63,"m","married",0.054284,0,"4",0,7703,0.026959,0,0,"False"
8244,57.5,"m","married",0.321631,0,"5",1,4500,0.918762,1,0,"True"
2267,80.7,"m","married",0.190847,0,"3",0,4518,0.93394,0,0,"False"
31003,73.6,"m","single",0.005482,0,"4",0,6442,0.029469,0,0,"False"
68219,67.4,"f","single",0.213933,0,"7",1,8573,0.001726,0,0,"False"
34904,27,"f","married",368.558066,0,"2",0,NA,0.852712,0,0,"False"
55823,45.1,"m","married",0.437504,0,"11",2,16030,0.281686,0,0,"False"
70778,48.4,"m","married",0.407585,4,"9",2,4516,0.266529,0,0,"False"
60231,47.5,"f","single",1414.714756,1,"7",1,NA,0.270374,1,0,"False"
31729,83.5,"f","married",0,0,"1",0,NA,0.004303,0,0,"False"
52262,38.1,"m","divorced",266.305823,0,"7",0,NA,0.028405,0,0,"False"
15134,59.4,"m","single",0.190427,0,"10",2,6235,0.009823,0,0,"False"
35731,40.3,"f","married",0.971672,0,"7",3,3734,0.750022,0,0,"False"
47265,46.1,"m","single",0.515081,3,"10",2,7313,0.566822,0,0,"False"
29477,40.2,"m","single",139.454419,1,"3",0,NA,0.097746,0,0,"False"
45710,28.2,"m","divorced",0.066554,0,"4",0,1505,0.282319,0,0,"False"
8177,50.1,"m","divorced",799.246099,0,"5",1,NA,0.173592,0,0,"False"
33790,56.2,"f","married",0.749545,0,"19",2,5739,0.251518,1,0,"False"
6241,77.6,"m","single",0.348052,0,"14",2,8010,0.101262,0,0,"False"
60545,32.2,"m","married",0.214781,0,"5",0,2822,0.983791,0,0,"True"
56077,61.2,"m","married",16.043772,0,"8",0,NA,0.011125,0,0,"False"
44333,56.2,"m","married",0.098405,0,"6",0,6780,0.006354,0,0,"False"
62022,54.3,"f","single",0.26167,2,"8",2,5948,0.021317,0,0,"False"
15350,NA,"f","married",0.226896,3,"14",2,8573,NA,0,0,"False"
113,35.3,"f","single",0.136511,0,"7",0,2497,0.981075,1,1,"True"
29916,36,"f","divorced",0.361952,2,"8",1,4915,0.307751,0,0,"False"
